year,week_start_date,week_end_date,month,zone,area_type,population_density,week_type,special_event,rainfall_mm,previous_wet_tons,previous_dry_tons,wet_waste_tons,dry_waste_tons
2024,2024-02-26,2024-02-29,2,Katukurunda 1,muslim_area,high,normal,no,1.6,33.95,14.12,32.15,13.73
2024,2024-02-26,2024-02-29,2,Katukurunda 2,town,medium,normal,no,1.6,20.61,8.85,19.61,8.48
2024,2024-03-01,2024-03-10,3,Kalutara North,town,medium,holiday,no,22.6,16.05,6.63,24.51,7.48
2024,2024-03-01,2024-03-10,3,Kalutara South,beach,low,holiday,no,22.6,12.0,5.06,17.74,5.43
2024,2024-03-01,2024-03-10,3,Katukurunda 1,muslim_area,high,holiday,no,22.6,32.15,13.73,48.21,14.72
2024,2024-03-01,2024-03-10,3,Katukurunda 2,town,medium,holiday,no,22.6,19.61,8.48,30.15,9.27
2024,2024-03-11,2024-03-17,3,Kalutara North,town,medium,normal,no,15.6,24.51,7.48,21.52,6.57
2024,2024-03-11,2024-03-17,3,Kalutara South,beach,low,normal,no,15.6,17.74,5.43,16.18,4.96
2024,2024-03-11,2024-03-17,3,Katukurunda 1,muslim_area,high,normal,no,15.6,48.21,14.72,42.6,12.96
2024,2024-03-11,2024-03-17,3,Katukurunda 2,town,medium,normal,no,15.6,30.15,9.27,25.9,8.01
2024,2024-03-18,2024-03-24,3,Kalutara North,town,medium,holiday,no,6.0,21.52,6.57,20.99,6.65
2024,2024-03-18,2024-03-24,3,Kalutara South,beach,low,holiday,no,6.0,16.18,4.96,16.3,5.02
2024,2024-03-18,2024-03-24,3,Katukurunda 1,muslim_area,high,holiday,no,6.0,42.6,12.96,44.16,12.9
2024,2024-03-18,2024-03-24,3,Katukurunda 2,town,medium,holiday,no,6.0,25.9,8.01,26.84,8.43
2024,2024-03-25,2024-03-31,3,Kalutara North,town,medium,holiday,no,41.1,20.99,6.65,22.38,6.85
2024,2024-03-25,2024-03-31,3,Kalutara South,beach,low,holiday,no,41.1,16.3,5.02,16.66,5.02
2024,2024-03-25,2024-03-31,3,Katukurunda 1,muslim_area,high,holiday,no,41.1,44.16,12.9,44.88,13.88
2024,2024-03-25,2024-03-31,3,Katukurunda 2,town,medium,holiday,no,41.1,26.84,8.43,28.62,8.39
2024,2024-04-01,2024-04-07,4,Kalutara North,town,medium,normal,no,74.3,22.38,6.85,20.97,7.4
2024,2024-04-01,2024-04-07,4,Kalutara South,beach,low,normal,no,74.3,16.66,5.02,15.41,5.43
2024,2024-04-01,2024-04-07,4,Katukurunda 1,muslim_area,high,normal,no,74.3,44.88,13.88,43.23,14.5
2024,2024-04-01,2024-04-07,4,Katukurunda 2,town,medium,normal,no,74.3,28.62,8.39,25.7,9.06
2024,2024-04-08,2024-04-14,4,Kalutara North,town,medium,festival,yes,88.1,20.97,7.4,22.79,8.23
2024,2024-04-08,2024-04-14,4,Kalutara South,beach,low,festival,yes,88.1,15.41,5.43,17.76,6.0
2024,2024-04-08,2024-04-14,4,Katukurunda 1,muslim_area,high,festival,yes,88.1,43.23,14.5,47.6,16.68
2024,2024-04-08,2024-04-14,4,Katukurunda 2,town,medium,festival,yes,88.1,25.7,9.06,29.45,10.1
2024,2024-04-15,2024-04-21,4,Kalutara North,town,medium,normal,no,30.5,22.79,8.23,20.98,7.21
2024,2024-04-15,2024-04-21,4,Kalutara South,beach,low,normal,no,30.5,17.76,6.0,15.13,5.53
2024,2024-04-15,2024-04-21,4,Katukurunda 1,muslim_area,high,normal,no,30.5,47.6,16.68,41.17,14.33
2024,2024-04-15,2024-04-21,4,Katukurunda 2,town,medium,normal,no,30.5,29.45,10.1,26.12,8.93
2024,2024-04-22,2024-04-30,4,Kalutara North,town,medium,holiday,yes,140.6,20.98,7.21,22.26,7.62
2024,2024-04-22,2024-04-30,4,Kalutara South,beach,low,holiday,yes,140.6,15.13,5.53,16.65,5.74
2024,2024-04-22,2024-04-30,4,Katukurunda 1,muslim_area,high,holiday,yes,140.6,41.17,14.33,43.66,14.98
2024,2024-04-22,2024-04-30,4,Katukurunda 2,town,medium,holiday,yes,140.6,26.12,8.93,26.72,9.48
2024,2024-05-01,2024-05-05,5,Kalutara North,town,medium,holiday,no,52.2,22.26,7.62,17.82,5.67
2024,2024-05-01,2024-05-05,5,Kalutara South,beach,low,holiday,no,52.2,16.65,5.74,13.51,4.3
2024,2024-05-01,2024-05-05,5,Katukurunda 1,muslim_area,high,holiday,no,52.2,43.66,14.98,36.63,11.19
2024,2024-05-01,2024-05-05,5,Katukurunda 2,town,medium,holiday,no,52.2,26.72,9.48,22.44,7.14
2024,2024-05-06,2024-05-12,5,Kalutara North,town,medium,normal,no,170.2,17.82,5.67,17.96,5.52
2024,2024-05-06,2024-05-12,5,Kalutara South,beach,low,normal,no,170.2,13.51,4.3,13.72,4.3
2024,2024-05-06,2024-05-12,5,Katukurunda 1,muslim_area,high,normal,no,170.2,36.63,11.19,36.06,11.11
2024,2024-05-06,2024-05-12,5,Katukurunda 2,town,medium,normal,no,170.2,22.44,7.14,22.96,7.29
2024,2024-05-13,2024-05-19,5,Kalutara North,town,medium,normal,no,82.6,17.96,5.52,19.1,5.93
2024,2024-05-13,2024-05-19,5,Kalutara South,beach,low,normal,no,82.6,13.72,4.3,14.21,4.46
2024,2024-05-13,2024-05-19,5,Katukurunda 1,muslim_area,high,normal,no,82.6,36.06,11.11,37.77,11.89
2024,2024-05-13,2024-05-19,5,Katukurunda 2,town,medium,normal,no,82.6,22.96,7.29,23.91,7.32
2024,2024-05-20,2024-05-26,5,Kalutara North,town,medium,festival,yes,75.0,19.1,5.93,20.19,6.15
2024,2024-05-20,2024-05-26,5,Kalutara South,beach,low,festival,yes,75.0,14.21,4.46,15.0,4.65
2024,2024-05-20,2024-05-26,5,Katukurunda 1,muslim_area,high,festival,yes,75.0,37.77,11.89,40.04,12.66
2024,2024-05-20,2024-05-26,5,Katukurunda 2,town,medium,festival,yes,75.0,23.91,7.32,24.37,7.74
2024,2024-05-27,2024-05-31,5,Kalutara North,town,medium,normal,no,16.7,20.19,6.15,15.3,4.63
2024,2024-05-27,2024-05-31,5,Kalutara South,beach,low,normal,no,16.7,15.0,4.65,11.41,3.61
2024,2024-05-27,2024-05-31,5,Katukurunda 1,muslim_area,high,normal,no,16.7,40.04,12.66,31.3,9.74
2024,2024-05-27,2024-05-31,5,Katukurunda 2,town,medium,normal,no,16.7,24.37,7.74,18.89,6.02
2024,2024-06-01,2024-06-09,6,Kalutara North,town,medium,normal,no,121.2,15.3,4.63,23.62,5.97
2024,2024-06-01,2024-06-09,6,Kalutara South,beach,low,normal,no,121.2,11.41,3.61,17.88,4.5
2024,2024-06-01,2024-06-09,6,Katukurunda 1,muslim_area,high,normal,no,121.2,31.3,9.74,46.42,12.22
2024,2024-06-01,2024-06-09,6,Katukurunda 2,town,medium,normal,no,121.2,18.89,6.02,29.52,7.67
2024,2024-06-10,2024-06-16,6,Kalutara North,town,medium,normal,no,123.5,23.62,5.97,22.07,5.75
2024,2024-06-10,2024-06-16,6,Kalutara South,beach,low,normal,no,123.5,17.88,4.5,16.21,4.33
2024,2024-06-10,2024-06-16,6,Katukurunda 1,muslim_area,high,normal,no,123.5,46.42,12.22,44.93,11.62
2024,2024-06-10,2024-06-16,6,Katukurunda 2,town,medium,normal,no,123.5,29.52,7.67,27.8,7.19
2024,2024-06-17,2024-06-23,6,Kalutara North,town,medium,festival,yes,62.4,22.07,5.75,24.37,6.68
2024,2024-06-17,2024-06-23,6,Kalutara South,beach,low,festival,yes,62.4,16.21,4.33,19.22,4.88
2024,2024-06-17,2024-06-23,6,Katukurunda 1,muslim_area,high,festival,yes,62.4,44.93,11.62,51.43,13.31
2024,2024-06-17,2024-06-23,6,Katukurunda 2,town,medium,festival,yes,62.4,27.8,7.19,31.58,8.03
2024,2024-06-24,2024-06-30,6,Kalutara North,town,medium,normal,no,19.4,24.37,6.68,22.89,5.94
2024,2024-06-24,2024-06-30,6,Kalutara South,beach,low,normal,no,19.4,19.22,4.88,16.99,4.28
2024,2024-06-24,2024-06-30,6,Katukurunda 1,muslim_area,high,normal,no,19.4,51.43,13.31,46.21,11.7
2024,2024-06-24,2024-06-30,6,Katukurunda 2,town,medium,normal,no,19.4,31.58,8.03,27.52,7.49
2024,2024-07-01,2024-07-07,7,Kalutara North,town,medium,normal,no,6.4,22.89,5.94,17.57,6.08
2024,2024-07-01,2024-07-07,7,Kalutara South,beach,low,normal,no,6.4,16.99,4.28,13.37,4.79
2024,2024-07-01,2024-07-07,7,Katukurunda 1,muslim_area,high,normal,no,6.4,46.21,11.7,35.79,12.71
2024,2024-07-01,2024-07-07,7,Katukurunda 2,town,medium,normal,no,6.4,27.52,7.49,22.4,7.75
2024,2024-07-08,2024-07-14,7,Kalutara North,town,medium,normal,no,40.7,17.57,6.08,18.92,6.65
2024,2024-07-08,2024-07-14,7,Kalutara South,beach,low,normal,no,40.7,13.37,4.79,14.38,4.82
2024,2024-07-08,2024-07-14,7,Katukurunda 1,muslim_area,high,normal,no,40.7,35.79,12.71,37.12,12.99
2024,2024-07-08,2024-07-14,7,Katukurunda 2,town,medium,normal,no,40.7,22.4,7.75,23.18,8.33
2024,2024-07-15,2024-07-21,7,Kalutara North,town,medium,holiday,no,66.8,18.92,6.65,19.6,7.01
2024,2024-07-15,2024-07-21,7,Kalutara South,beach,low,holiday,no,66.8,14.38,4.82,14.46,5.04
2024,2024-07-15,2024-07-21,7,Katukurunda 1,muslim_area,high,holiday,no,66.8,37.12,12.99,38.78,13.97
2024,2024-07-15,2024-07-21,7,Katukurunda 2,town,medium,holiday,no,66.8,23.18,8.33,25.16,8.48
2024,2024-07-22,2024-07-28,7,Kalutara North,town,medium,normal,no,54.6,19.6,7.01,17.54,6.15
2024,2024-07-22,2024-07-28,7,Kalutara South,beach,low,normal,no,54.6,14.46,5.04,12.92,4.74
2024,2024-07-22,2024-07-28,7,Katukurunda 1,muslim_area,high,normal,no,54.6,38.78,13.97,35.93,12.3
2024,2024-07-22,2024-07-28,7,Katukurunda 2,town,medium,normal,no,54.6,25.16,8.48,22.61,8.01
2024,2024-07-29,2024-07-31,7,Kalutara North,town,medium,normal,no,26.9,17.54,6.15,14.83,5.41
2024,2024-07-29,2024-07-31,7,Kalutara South,beach,low,normal,no,26.9,12.92,4.74,11.16,4.05
2024,2024-07-29,2024-07-31,7,Katukurunda 1,muslim_area,high,normal,no,26.9,35.93,12.3,30.89,10.69
2024,2024-07-29,2024-07-31,7,Katukurunda 2,town,medium,normal,no,26.9,22.61,8.01,18.83,6.45
2024,2024-08-01,2024-08-04,8,Kalutara North,town,medium,normal,no,18.8,14.83,5.41,12.06,5.83
2024,2024-08-01,2024-08-04,8,Kalutara South,beach,low,normal,no,18.8,11.16,4.05,9.17,4.39
2024,2024-08-01,2024-08-04,8,Katukurunda 1,muslim_area,high,normal,no,18.8,30.89,10.69,23.75,12.0
2024,2024-08-01,2024-08-04,8,Katukurunda 2,town,medium,normal,no,18.8,18.83,6.45,14.52,7.27
2024,2024-08-05,2024-08-11,8,Kalutara North,town,medium,normal,no,34.9,12.06,5.83,14.33,7.15
2024,2024-08-05,2024-08-11,8,Kalutara South,beach,low,normal,no,34.9,9.17,4.39,10.78,5.46
2024,2024-08-05,2024-08-11,8,Katukurunda 1,muslim_area,high,normal,no,34.9,23.75,12.0,29.51,14.74
2024,2024-08-05,2024-08-11,8,Katukurunda 2,town,medium,normal,no,34.9,14.52,7.27,18.58,9.05
2024,2024-08-12,2024-08-18,8,Kalutara North,town,medium,normal,no,26.8,14.33,7.15,13.74,6.89
2024,2024-08-12,2024-08-18,8,Kalutara South,beach,low,normal,no,26.8,10.78,5.46,10.35,5.28
2024,2024-08-12,2024-08-18,8,Katukurunda 1,muslim_area,high,normal,no,26.8,29.51,14.74,28.65,13.62
2024,2024-08-12,2024-08-18,8,Katukurunda 2,town,medium,normal,no,26.8,18.58,9.05,17.64,8.98
2024,2024-08-19,2024-08-25,8,Kalutara North,town,medium,holiday,no,18.6,13.74,6.89,15.54,7.57
2024,2024-08-19,2024-08-25,8,Kalutara South,beach,low,holiday,no,18.6,10.35,5.28,11.66,5.67
2024,2024-08-19,2024-08-25,8,Katukurunda 1,muslim_area,high,holiday,no,18.6,28.65,13.62,30.19,15.62
2024,2024-08-19,2024-08-25,8,Katukurunda 2,town,medium,holiday,no,18.6,17.64,8.98,19.51,9.35
2024,2024-08-26,2024-08-31,8,Kalutara North,town,medium,normal,no,85.7,15.54,7.57,13.91,6.84
2024,2024-08-26,2024-08-31,8,Kalutara South,beach,low,normal,no,85.7,11.66,5.67,10.73,5.02
2024,2024-08-26,2024-08-31,8,Katukurunda 1,muslim_area,high,normal,no,85.7,30.19,15.62,27.76,13.97
2024,2024-08-26,2024-08-31,8,Katukurunda 2,town,medium,normal,no,85.7,19.51,9.35,17.39,8.78
2024,2024-09-01,2024-09-08,9,Kalutara North,town,medium,normal,no,70.5,13.91,6.84,22.07,7.97
2024,2024-09-01,2024-09-08,9,Kalutara South,beach,low,normal,no,70.5,10.73,5.02,16.99,5.83
2024,2024-09-01,2024-09-08,9,Katukurunda 1,muslim_area,high,normal,no,70.5,27.76,13.97,46.1,15.24
2024,2024-09-01,2024-09-08,9,Katukurunda 2,town,medium,normal,no,70.5,17.39,8.78,28.19,9.74
2024,2024-09-09,2024-09-15,9,Kalutara North,town,medium,normal,no,21.6,22.07,7.97,21.38,7.23
2024,2024-09-09,2024-09-15,9,Kalutara South,beach,low,normal,no,21.6,16.99,5.83,15.77,5.42
2024,2024-09-09,2024-09-15,9,Katukurunda 1,muslim_area,high,normal,no,21.6,46.1,15.24,42.8,14.74
2024,2024-09-09,2024-09-15,9,Katukurunda 2,town,medium,normal,no,21.6,28.19,9.74,26.95,9.12
2024,2024-09-16,2024-09-22,9,Kalutara North,town,medium,festival,yes,142.7,21.38,7.23,24.33,8.22
2024,2024-09-16,2024-09-22,9,Kalutara South,beach,low,festival,yes,142.7,15.77,5.42,18.72,6.33
2024,2024-09-16,2024-09-22,9,Katukurunda 1,muslim_area,high,festival,yes,142.7,42.8,14.74,47.66,16.51
2024,2024-09-16,2024-09-22,9,Katukurunda 2,town,medium,festival,yes,142.7,26.95,9.12,30.89,10.45
2024,2024-09-23,2024-09-30,9,Kalutara North,town,medium,normal,no,95.8,24.33,8.22,21.96,7.4
2024,2024-09-23,2024-09-30,9,Kalutara South,beach,low,normal,no,95.8,18.72,6.33,16.48,5.46
2024,2024-09-23,2024-09-30,9,Katukurunda 1,muslim_area,high,normal,no,95.8,47.66,16.51,43.97,14.88
2024,2024-09-23,2024-09-30,9,Katukurunda 2,town,medium,normal,no,95.8,30.89,10.45,26.58,9.26
2024,2024-10-01,2024-10-06,10,Kalutara North,town,medium,normal,no,37.1,21.96,7.4,19.37,20.3
2024,2024-10-01,2024-10-06,10,Kalutara South,beach,low,normal,no,37.1,16.48,5.46,15.03,14.61
2024,2024-10-01,2024-10-06,10,Katukurunda 1,muslim_area,high,normal,no,37.1,43.97,14.88,40.37,38.89
2024,2024-10-01,2024-10-06,10,Katukurunda 2,town,medium,normal,no,37.1,26.58,9.26,25.02,24.1
2024,2024-10-07,2024-10-13,10,Kalutara North,town,medium,normal,no,56.0,19.37,20.3,21.07,20.73
2024,2024-10-07,2024-10-13,10,Kalutara South,beach,low,normal,no,56.0,15.03,14.61,15.75,14.88
2024,2024-10-07,2024-10-13,10,Katukurunda 1,muslim_area,high,normal,no,56.0,40.37,38.89,42.01,41.73
2024,2024-10-07,2024-10-13,10,Katukurunda 2,town,medium,normal,no,56.0,25.02,24.1,25.97,25.56
2024,2024-10-14,2024-10-20,10,Kalutara North,town,medium,holiday,no,30.8,21.07,20.73,22.57,21.05
2024,2024-10-14,2024-10-20,10,Kalutara South,beach,low,holiday,no,30.8,15.75,14.88,16.38,16.05
2024,2024-10-14,2024-10-20,10,Katukurunda 1,muslim_area,high,holiday,no,30.8,42.01,41.73,43.43,43.6
2024,2024-10-14,2024-10-20,10,Katukurunda 2,town,medium,holiday,no,30.8,25.97,25.56,27.42,27.1
2024,2024-10-21,2024-10-27,10,Kalutara North,town,medium,normal,no,82.5,22.57,21.05,19.8,19.36
2024,2024-10-21,2024-10-27,10,Kalutara South,beach,low,normal,no,82.5,16.38,16.05,15.14,14.6
2024,2024-10-21,2024-10-27,10,Katukurunda 1,muslim_area,high,normal,no,82.5,43.43,43.6,39.17,38.7
2024,2024-10-21,2024-10-27,10,Katukurunda 2,town,medium,normal,no,82.5,27.42,27.1,25.58,24.97
2024,2024-10-28,2024-10-31,10,Kalutara North,town,medium,holiday,no,41.0,19.8,19.36,17.33,16.55
2024,2024-10-28,2024-10-31,10,Kalutara South,beach,low,holiday,no,41.0,15.14,14.6,12.44,12.98
2024,2024-10-28,2024-10-31,10,Katukurunda 1,muslim_area,high,holiday,no,41.0,39.17,38.7,33.9,32.74
2024,2024-10-28,2024-10-31,10,Katukurunda 2,town,medium,holiday,no,41.0,25.58,24.97,21.13,21.03
2024,2024-11-01,2024-11-10,11,Kalutara North,town,medium,normal,no,114.6,17.33,16.55,20.96,28.05
2024,2024-11-01,2024-11-10,11,Kalutara South,beach,low,normal,no,114.6,12.44,12.98,15.93,20.16
2024,2024-11-01,2024-11-10,11,Katukurunda 1,muslim_area,high,normal,no,114.6,33.9,32.74,40.39,54.43
2024,2024-11-01,2024-11-10,11,Katukurunda 2,town,medium,normal,no,114.6,21.13,21.03,25.72,35.36
2024,2024-11-11,2024-11-17,11,Kalutara North,town,medium,holiday,yes,45.7,20.96,28.05,18.61,24.04
2024,2024-11-11,2024-11-17,11,Kalutara South,beach,low,holiday,yes,45.7,15.93,20.16,13.88,19.1
2024,2024-11-11,2024-11-17,11,Katukurunda 1,muslim_area,high,holiday,yes,45.7,40.39,54.43,37.29,50.24
2024,2024-11-11,2024-11-17,11,Katukurunda 2,town,medium,holiday,yes,45.7,25.72,35.36,22.82,31.34
2024,2024-11-18,2024-11-24,11,Kalutara North,town,medium,normal,no,64.1,18.61,24.04,18.27,24.64
2024,2024-11-18,2024-11-24,11,Kalutara South,beach,low,normal,no,64.1,13.88,19.1,13.72,19.0
2024,2024-11-18,2024-11-24,11,Katukurunda 1,muslim_area,high,normal,no,64.1,37.29,50.24,37.26,48.99
2024,2024-11-18,2024-11-24,11,Katukurunda 2,town,medium,normal,no,64.1,22.82,31.34,22.85,30.57
2024,2024-11-25,2024-11-30,11,Kalutara North,town,medium,normal,no,94.2,18.27,24.64,18.79,24.61
2024,2024-11-25,2024-11-30,11,Kalutara South,beach,low,normal,no,94.2,13.72,19.0,13.79,17.81
2024,2024-11-25,2024-11-30,11,Katukurunda 1,muslim_area,high,normal,no,94.2,37.26,48.99,35.52,48.33
2024,2024-11-25,2024-11-30,11,Katukurunda 2,town,medium,normal,no,94.2,22.85,30.57,22.7,30.85
2024,2024-12-01,2024-12-08,12,Kalutara North,town,medium,normal,no,51.4,18.79,24.61,23.57,7.53
2024,2024-12-01,2024-12-08,12,Kalutara South,beach,low,normal,no,51.4,13.79,17.81,17.39,5.8
2024,2024-12-01,2024-12-08,12,Katukurunda 1,muslim_area,high,normal,no,51.4,35.52,48.33,47.2,15.05
2024,2024-12-01,2024-12-08,12,Katukurunda 2,town,medium,normal,no,51.4,22.7,30.85,28.76,9.63
2024,2024-12-09,2024-12-15,12,Kalutara North,town,medium,holiday,no,83.8,23.57,7.53,22.01,7.3
2024,2024-12-09,2024-12-15,12,Kalutara South,beach,low,holiday,no,83.8,17.39,5.8,16.34,5.48
2024,2024-12-09,2024-12-15,12,Katukurunda 1,muslim_area,high,holiday,no,83.8,47.2,15.05,44.55,14.84
2024,2024-12-09,2024-12-15,12,Katukurunda 2,town,medium,holiday,no,83.8,28.76,9.63,27.2,9.18
2024,2024-12-16,2024-12-22,12,Kalutara North,town,medium,normal,no,58.6,22.01,7.3,22.15,7.42
2024,2024-12-16,2024-12-22,12,Kalutara South,beach,low,normal,no,58.6,16.34,5.48,17.16,5.62
2024,2024-12-16,2024-12-22,12,Katukurunda 1,muslim_area,high,normal,no,58.6,44.55,14.84,44.92,14.71
2024,2024-12-16,2024-12-22,12,Katukurunda 2,town,medium,normal,no,58.6,27.2,9.18,28.38,9.55
2024,2024-12-23,2024-12-31,12,Kalutara North,town,medium,holiday,no,36.5,22.15,7.42,25.22,8.19
2024,2024-12-23,2024-12-31,12,Kalutara South,beach,low,holiday,no,36.5,17.16,5.62,18.62,6.34
2024,2024-12-23,2024-12-31,12,Katukurunda 1,muslim_area,high,holiday,no,36.5,44.92,14.71,50.16,16.7
2024,2024-12-23,2024-12-31,12,Katukurunda 2,town,medium,holiday,no,36.5,28.38,9.55,31.5,10.16
2025,2025-01-01,2025-01-05,1,Kalutara North,town,medium,normal,no,1.1,25.22,8.19,12.61,6.37
2025,2025-01-01,2025-01-05,1,Kalutara South,beach,low,normal,no,1.1,18.62,6.34,9.34,4.77
2025,2025-01-01,2025-01-05,1,Katukurunda 1,muslim_area,high,normal,no,1.1,50.16,16.7,26.09,12.85
2025,2025-01-01,2025-01-05,1,Katukurunda 2,town,medium,normal,no,1.1,31.5,10.16,15.76,7.61
2025,2025-01-06,2025-01-12,1,Kalutara North,town,medium,normal,no,20.4,12.61,6.37,15.45,7.6
2025,2025-01-06,2025-01-12,1,Kalutara South,beach,low,normal,no,20.4,9.34,4.77,11.63,5.86
2025,2025-01-06,2025-01-12,1,Katukurunda 1,muslim_area,high,normal,no,20.4,26.09,12.85,30.45,15.39
2025,2025-01-06,2025-01-12,1,Katukurunda 2,town,medium,normal,no,20.4,15.76,7.61,19.97,9.35
2025,2025-01-13,2025-01-19,1,Kalutara North,town,medium,festival,yes,7.3,15.45,7.6,16.29,7.99
2025,2025-01-13,2025-01-19,1,Kalutara South,beach,low,festival,yes,7.3,11.63,5.86,12.11,5.79
2025,2025-01-13,2025-01-19,1,Katukurunda 1,muslim_area,high,festival,yes,7.3,30.45,15.39,31.89,15.7
2025,2025-01-13,2025-01-19,1,Katukurunda 2,town,medium,festival,yes,7.3,19.97,9.35,20.07,9.88
2025,2025-01-20,2025-01-26,1,Kalutara North,town,medium,normal,no,19.5,16.29,7.99,15.18,7.63
2025,2025-01-20,2025-01-26,1,Kalutara South,beach,low,normal,no,19.5,12.11,5.79,11.11,5.7
2025,2025-01-20,2025-01-26,1,Katukurunda 1,muslim_area,high,normal,no,19.5,31.89,15.7,30.66,14.73
2025,2025-01-20,2025-01-26,1,Katukurunda 2,town,medium,normal,no,19.5,20.07,9.88,18.65,9.24
2025,2025-01-27,2025-01-31,1,Kalutara North,town,medium,normal,no,16.0,15.18,7.63,15.74,8.04
2025,2025-01-27,2025-01-31,1,Kalutara South,beach,low,normal,no,16.0,11.11,5.7,12.12,5.8
2025,2025-01-27,2025-01-31,1,Katukurunda 1,muslim_area,high,normal,no,16.0,30.66,14.73,31.73,15.53
2025,2025-01-27,2025-01-31,1,Katukurunda 2,town,medium,normal,no,16.0,18.65,9.24,19.81,9.74
2025,2025-02-01,2025-02-09,2,Kalutara North,town,medium,holiday,no,10.3,15.74,8.04,17.1,7.27
2025,2025-02-01,2025-02-09,2,Kalutara South,beach,low,holiday,no,10.3,12.12,5.8,12.81,5.51
2025,2025-02-01,2025-02-09,2,Katukurunda 1,muslim_area,high,holiday,no,10.3,31.73,15.53,35.43,14.11
2025,2025-02-01,2025-02-09,2,Katukurunda 2,town,medium,holiday,no,10.3,19.81,9.74,22.06,9.02
2025,2025-02-10,2025-02-16,2,Kalutara North,town,medium,holiday,no,4.6,17.1,7.27,16.18,6.58
2025,2025-02-10,2025-02-16,2,Kalutara South,beach,low,holiday,no,4.6,12.81,5.51,12.48,4.75
2025,2025-02-10,2025-02-16,2,Katukurunda 1,muslim_area,high,holiday,no,4.6,35.43,14.11,33.24,12.98
2025,2025-02-10,2025-02-16,2,Katukurunda 2,town,medium,holiday,no,4.6,22.06,9.02,21.13,7.85
2025,2025-02-17,2025-02-23,2,Kalutara North,town,medium,normal,no,17.2,16.18,6.58,15.71,6.33
2025,2025-02-17,2025-02-23,2,Kalutara South,beach,low,normal,no,17.2,12.48,4.75,11.76,4.8
2025,2025-02-17,2025-02-23,2,Katukurunda 1,muslim_area,high,normal,no,17.2,33.24,12.98,30.73,12.63
2025,2025-02-17,2025-02-23,2,Katukurunda 2,town,medium,normal,no,17.2,21.13,7.85,19.59,7.84
2025,2025-02-24,2025-02-28,2,Kalutara North,town,medium,holiday,no,9.9,15.71,6.33,15.93,6.43
2025,2025-02-24,2025-02-28,2,Kalutara South,beach,low,holiday,no,9.9,11.76,4.8,11.72,4.89
2025,2025-02-24,2025-02-28,2,Katukurunda 1,muslim_area,high,holiday,no,9.9,30.73,12.63,32.22,13.12
2025,2025-02-24,2025-02-28,2,Katukurunda 2,town,medium,holiday,no,9.9,19.59,7.84,19.63,8.06
2025,2025-03-01,2025-03-09,3,Kalutara North,town,medium,normal,no,69.0,15.93,6.43,20.92,5.71
2025,2025-03-01,2025-03-09,3,Kalutara South,beach,low,normal,no,69.0,11.72,4.89,15.8,4.38
2025,2025-03-01,2025-03-09,3,Katukurunda 1,muslim_area,high,normal,no,69.0,32.22,13.12,41.76,11.66
2025,2025-03-01,2025-03-09,3,Katukurunda 2,town,medium,normal,no,69.0,19.63,8.06,26.33,7.15
2025,2025-03-10,2025-03-16,3,Kalutara North,town,medium,holiday,no,33.0,20.92,5.71,23.15,6.89
2025,2025-03-10,2025-03-16,3,Kalutara South,beach,low,holiday,no,33.0,15.8,4.38,17.84,5.15
2025,2025-03-10,2025-03-16,3,Katukurunda 1,muslim_area,high,holiday,no,33.0,41.76,11.66,47.83,13.53
2025,2025-03-10,2025-03-16,3,Katukurunda 2,town,medium,holiday,no,33.0,26.33,7.15,29.68,8.63
2025,2025-03-17,2025-03-23,3,Kalutara North,town,medium,normal,no,39.4,23.15,6.89,22.25,5.78
2025,2025-03-17,2025-03-23,3,Kalutara South,beach,low,normal,no,39.4,17.84,5.15,16.37,4.41
2025,2025-03-17,2025-03-23,3,Katukurunda 1,muslim_area,high,normal,no,39.4,47.83,13.53,42.85,11.86
2025,2025-03-17,2025-03-23,3,Katukurunda 2,town,medium,normal,no,39.4,29.68,8.63,27.44,7.56
2025,2025-03-24,2025-03-31,3,Kalutara North,town,medium,holiday,no,32.2,22.25,5.78,22.37,6.06
2025,2025-03-24,2025-03-31,3,Kalutara South,beach,low,holiday,no,32.2,16.37,4.41,17.14,4.49
2025,2025-03-24,2025-03-31,3,Katukurunda 1,muslim_area,high,holiday,no,32.2,42.85,11.86,45.26,11.97
2025,2025-03-24,2025-03-31,3,Katukurunda 2,town,medium,holiday,no,32.2,27.44,7.56,28.05,7.42
2025,2025-04-01,2025-04-06,4,Kalutara North,town,medium,normal,no,16.8,22.37,6.06,16.79,5.1
2025,2025-04-01,2025-04-06,4,Kalutara South,beach,low,normal,no,16.8,17.14,4.49,12.63,3.84
2025,2025-04-01,2025-04-06,4,Katukurunda 1,muslim_area,high,normal,no,16.8,45.26,11.97,32.69,10.49
2025,2025-04-01,2025-04-06,4,Katukurunda 2,town,medium,normal,no,16.8,28.05,7.42,21.09,6.48
2025,2025-04-07,2025-04-13,4,Kalutara North,town,medium,festival,yes,36.8,16.79,5.1,17.9,5.5
2025,2025-04-07,2025-04-13,4,Kalutara South,beach,low,festival,yes,36.8,12.63,3.84,13.92,4.24
2025,2025-04-07,2025-04-13,4,Katukurunda 1,muslim_area,high,festival,yes,36.8,32.69,10.49,35.34,11.0
2025,2025-04-07,2025-04-13,4,Katukurunda 2,town,medium,festival,yes,36.8,21.09,6.48,22.14,6.77
2025,2025-04-14,2025-04-20,4,Kalutara North,town,medium,festival,yes,22.6,17.9,5.5,19.9,6.16
